p2train-0	他们觉得父母的行为方式和价值观念太不老了	他们觉得父母的行为方式和价值观念太老了
p2train-2693	在新加坡国立大学的中文系	在新加坡国立大学中文系
p2train-2694	我来语言文化大学来之前在北京电影学院上本科	我来语言文化大学之前在北京电影学院上本科
p2train-2695	我们也能用一些以害虫或昆虫来影响它们	我们也能用一些害虫或昆虫来影响它们
p2train-2696	双管齐下教育子女或学生下	双管齐下教育子女或学生
p2train-2697	大家也对“安乐死”议论纷纷	大家对“安乐死”议论纷纷
p2train-2698	我现在又开始盼望下一个假期	我现在又开始盼望下个假期
p2train-2699	有一天妈妈因在家乡有喜事出门	有一天妈妈因家乡有喜事出门
p2train-2700	我很高兴我会说中文和教我女儿会说中文	我很高兴我会说中文和教我女儿说中文
p2train-2701	现在我还想得起来我当兵的时候了	现在我还想得起来我当兵的时候
p2train-2702	可是按照用更智慧的方法来解决就是关健	可是用更智慧的方法来解决就是关健
p2train-2703	这现象对人的心理上有不好的影响	这现象对人的心理有不好的影响
p2train-2704	这样每一个人都互相帮忙也可以看得出“爱”是那么美好的	这样每一个人都互相帮忙也可以看出“爱”是那么美好的
p2train-2705	长辈和晚辈该找很多机会一起参加的一些活动	长辈和晚辈该找很多机会一起参加一些活动
p2train-2706	我很想让你们看看中国许多美丽的自然风景还有我的丰富多彩的生活	我很想让你们看看中国许多美丽的自然风景还有我丰富多彩的生活
p2train-2707	现在我还想得起来我在当兵的时候	现在我还想得起来我当兵的时候
p2train-2708	我想我能帮助你们本公司发展	我想我能帮助你们公司发展
p2train-2709	我们没有听相对方的话	我们没有听对方的话
p2train-2710	可是在女子学校生活对我很好了	可是在女子学校生活对我很好
p2train-2711	吸烟者人说烟是自己的爱好食品	吸烟者说烟是自己的爱好食品
p2train-2712	我现在又开始盼望下次个假期	我现在又开始盼望下个假期
p2train-2713	其实说	其实
p2train-2714	“不挨饿”是对人最基本的要求	“不挨饿”是人最基本的要求
p2train-2715	可是这就是小事儿	可是这是小事儿
p2train-2716	现在为他们需要的不是高质量的食品而是不管质量好不好	现在他们需要的不是高质量的食品而是不管质量好不好
p2train-2717	他们大都不会同意了	他们大都不会同意
p2train-2718	大部分现在的年轻人中	大部分现在的年轻人
p2train-2719	我开始学习了法文	我开始学习法文
p2train-2720	这现象对人的心理有了不好的影响	这现象对人的心理有不好的影响
p2train-2721	那么其中之两个为了三个人抬水喝	那么其中两个为了三个人抬水喝
p2train-2722	至少于我不去	至少我不去
p2train-2723	因为有的青少年往往吸烟根本没有考虑到吸烟的不好	因为有的青少年吸烟根本没有考虑到吸烟的不好
p2train-2724	他们大都就不会同意	他们大都不会同意
p2train-2725	我与我的先生是在一次经由婚姻介绍所所安排的活动中而认识的	我与我的先生是在一次经由婚姻介绍所所安排的活动中认识的
p2train-2726	通过这样的过程来我们两代之间可以找出共同的话题	通过这样的过程我们两代之间可以找出共同的话题
p2train-2727	“不挨饿”是人来说最基本的要求	“不挨饿”是人最基本的要求
p2train-2728	在中国从五月一号到七号放假	中国从五月一号到七号放假
p2train-2729	特别是女吸烟者的人说的最大的理由是	特别是女吸烟者说的最大的理由是
p2train-2730	在这个期间	在这期间
p2train-2731	在我认为	我认为
p2train-2732	男女生共同学习能消除人们对于性别的歧视	男女生共同学习能消除人们对性别的歧视
p2train-2733	没有一个父母不担心孩子在读书期间提早恋爱了	没有一个父母不担心孩子在读书期间提早恋爱
p2train-2734	特别是女人吸烟者说的最大的理由是	特别是女吸烟者说的最大的理由是
p2train-2735	一边听后写下歌词	一边写下歌词
p2train-2736	我个人的看法是学好汉语才能有能力发展两个国家的关系	我个人的看法是学好汉语才能发展两个国家的关系
p2train-2737	我才要想起我四岁儿童节那天	我才想起我四岁儿童节那天
p2train-2738	流行歌曲是有着非常多的听众	流行歌曲有着非常多的听众
p2train-2739	我才想起我四岁的儿童节那天	我才想起我四岁儿童节那天
p2train-2740	在那里除了男的老师以外没有男人	在那里除了男老师以外没有男人
p2train-2741	我想我也应该学习他那样的为人精神	我想我也应该学习他那样的精神
p2train-2742	又特别是女吸烟者说的最大的理由是	特别是女吸烟者说的最大的理由是
p2train-2743	对我也有这种“代沟”问题	我也有这种“代沟”问题
p2train-2744	我个人的看法只是学好汉语才能发展两个国家的关系	我个人的看法是学好汉语才能发展两个国家的关系
p2train-2745	会街上被扔的烟太多了	街上被扔的烟太多了
p2train-2746	我那时候第一次离开家里生活	我那时候第一次离开家生活
p2train-2747	没有一个身为父母不担心孩子在读书期间提早恋爱	没有一个父母不担心孩子在读书期间提早恋爱
p2train-2748	而且两年以前到英国研究过世界的服装设计	而且两年以前到英国研究过世界服装设计
p2train-2749	至少我的话不去	至少我不去
p2train-2750	这样的情况引起青少年的吸烟等不良的习惯	这样的情况引起青少年吸烟等不良的习惯
p2train-2751	现在青少年人中抽烟的人很多	现在青少年中抽烟的人很多
p2train-2752	车到山前必有路走	车到山前必有路
p2train-2753	我认为目前不得不作使用化肥和农药食品	我认为目前不得不作使用化肥和农药
p2train-2754	他只能会有痛的感觉	他只能有痛的感觉
p2train-2755	恐怕道出此言者之士对于结婚抱着“不负责任”的心态吧	恐怕道出此言者对于结婚抱着“不负责任”的心态吧
p2train-2756	现在他们需要的不是高质量的食品而是不管质量的好不好	现在他们需要的不是高质量的食品而是不管质量好不好
p2train-2757	但是最近的音乐环境它遭到了几种问题	但是最近的音乐环境遭到了几种问题
p2train-2758	在双管齐下教育子女或学生	双管齐下教育子女或学生
p2train-2759	如果一个人抬水的话很多费力	如果一个人抬水的话很费力
p2train-2760	可是这是小的事儿	可是这是小事儿
p2train-2761	那么我们最好还是练好本领去面对那些困难了	那么我们最好还是练好本领去面对那些困难
p2train-2762	他父亲是一个从事贸易的人了	他父亲是一个从事贸易的人
p2train-2763	大家是对“安乐死”议论纷纷	大家对“安乐死”议论纷纷
p2train-2764	那就是依赖别人的	那就是依赖别人
p2train-2765	但是在我的性格上有在小时候的父母教育的影响	但是在我的性格上有小时候的父母教育的影响
p2train-2766	但我希望世界上的香烟都消失去了	但我希望世界上的香烟都消失
p2train-2767	我的一个朋友是曾经是一个歌团的歌迷	我的一个朋友曾经是一个歌团的歌迷
p2train-2768	我们吃不吃绿色食品是纯属于个人问题	我们吃不吃绿色食品纯属于个人问题
p2train-2769	车到山前必有路过	车到山前必有路
p2train-2770	互相提出自己所想的自由的意见	提出自己所想的自由的意见
p2train-2771	他只能有着痛的感觉	他只能有痛的感觉
p2train-2772	记对我影响最大的人就是我的父母	对我影响最大的人就是我的父母
p2train-2773	做父母的也可以说永远也不该嫌自己考虑得太过周到	做父母的可以说永远也不该嫌自己考虑得太过周到
p2train-2774	一直在城市里生活过	一直在城市里生活
p2train-2775	各人各位有不同的方法来面对挫折	各人有不同的方法来面对挫折
p2train-2776	今年韩国政府规定把烟价涨价到两倍	今年韩国政府规定把烟价涨到两倍
p2train-2777	人一个人不能办很大的事情	一个人不能办很大的事情
p2train-2778	因为我们吃不吃绿色食品纯属于个人问题	我们吃不吃绿色食品纯属于个人问题
p2train-2779	我在学习汉语	我学习汉语
p2train-2780	在公共场所吸烟对公众的影响不能忽略了	在公共场所吸烟对公众的影响不能忽略
p2train-2781	父母却是最早对孩子的成长产生重大影响的人	父母是最早对孩子的成长产生重大影响的人
p2train-2782	没有一个人喜欢自己承坦某件事干	没有一个人喜欢自己承坦某件事
p2train-2783	所以会在思想方面上有所不同	所以会在思想方面有所不同
p2train-2784	在信上写的是：他对我有印象	信上写的是：他对我有印象
p2train-2785	在公共场所的吸烟对公众的影响不能忽略	在公共场所吸烟对公众的影响不能忽略
p2train-2786	才能解决不同方面会发生的矛盾	才能解决不同方面发生的矛盾
p2train-2787	吸烟成了人们消除压力的一种普遍手段之一	吸烟成了人们消除压力的一种普遍手段
p2train-2788	在电视节目应有变化	电视节目应有变化
p2train-2789	地球不是我们的而是以后我们的后代的	地球不是我们的而是我们的后代的
p2train-2790	但这些地方出越来越少	但这些地方越来越少
p2train-2791	男女生共同学习能消除往后人们对性别的歧视	男女生共同学习能消除人们对性别的歧视
p2train-2792	并渐渐形成的	并渐渐形成
p2train-2793	我认为目前不得不作使用化肥和农药的	我认为目前不得不作使用化肥和农药
p2train-2794	我和一位韩国同学之所以选择“七月份”是因为此时是内蒙古的草原的状态甚好	我和一位韩国同学之所以选择“七月份”是因为此时内蒙古的草原的状态甚好
p2train-2795	可是实际上不少的人的心里存在的一种优越感	可是实际上不少人的心里存在的一种优越感
p2train-2796	你要对自己所将要介绍的地方有了如指掌	你要对自己所将要介绍的地方了如指掌
p2train-2797	是因为父母的存在是否很影响孩子的成长过程	是因为父母的存在是很影响孩子的成长过程
